date, value
2010/3/16,3938.95
2010/3/17,3957.8899
2010/3/18,3938.1799
2010/3/19,3925.4399
2010/3/22,3928
2010/3/23,3952.55
2010/3/24,3949.8101
2010/3/25,4000.48
2010/3/26,3988.9299
2010/3/29,4000.6599
2010/3/30,3987.4099
2010/3/31,3974.01
2010/4/1,4034.23
2010/4/6,4053.9399
2010/4/7,4026.97
2010/4/8,3978.46
2010/4/9,4050.54
2010/4/12,4050.5
2010/4/13,4031.99
2010/4/14,4057.7
2010/4/15,4065.6499
2010/4/16,3986.6299
2010/4/19,3970.47
2010/4/20,4026.6499
2010/4/21,3977.6699
2010/4/22,3924.6499
2010/4/23,3951.3
2010/4/26,3997.3899
2010/4/27,3844.6001
2010/4/28,3787
2010/4/29,3840.6201
2010/4/30,3816.99
2010/5/3,3828.46
2010/5/4,3689.29
2010/5/5,3636.03
2010/5/6,3556.1101
2010/5/7,3392.5901
2010/5/10,3720.29
2010/5/11,3693.2
2010/5/12,3733.8701
2010/5/13,3731.54
2010/5/14,3560.3601
2010/5/17,3543.55
2010/5/18,3617.3201
2010/5/19,3511.6699
2010/5/20,3432.52
2010/5/21,3430.74
2010/5/24,3430.9299
2010/5/25,3331.29
2010/5/26,3408.5901
2010/5/27,3525.3101
2010/5/28,3515.0601
2010/5/31,3507.5601
2010/6/1,3503.0801
2010/6/2,3501.5
2010/6/3,3557.3401
2010/6/4,3455.6101
2010/6/7,3413.72
2010/6/8,3380.3601
2010/6/9,3446.77
2010/6/10,3516.6399
2010/6/11,3555.52
2010/6/14,3626.04
2010/6/15,3661.51
2010/6/16,3675.9299
2010/6/17,3683.0801
2010/6/18,3687.21
2010/6/21,3736.1499
2010/6/22,3705.3201
2010/6/23,3641.79
2010/6/24,3555.3601
2010/6/25,3519.73
2010/6/28,3576.45
2010/6/29,3432.99
2010/6/30,3442.8899
2010/7/1,3339.8999
2010/7/2,3348.3701
2010/7/5,3332.46
2010/7/6,3423.3601
2010/7/7,3483.4399
2010/7/8,3538.25
2010/7/9,3554.48
2010/7/12,3567.6599
2010/7/13,3637.76
2010/7/14,3632.98
2010/7/15,3581.8201
2010/7/16,3500.1599
2010/7/19,3486.3301
2010/7/20,3468.02
2010/7/21,3493.9199
2010/7/22,3600.5701
2010/7/23,3607.05
2010/7/26,3636.1799
2010/7/27,3666.3999
2010/7/28,3670.3601
2010/7/29,3651.9099
2010/7/30,3643.1399
2010/8/2,3752.03
2010/8/3,3747.51
2010/8/4,3760.72
2010/8/5,3764.1899
2010/8/6,3716.05
2010/8/9,3777.3701
2010/8/10,3730.5801
2010/8/11,3628.29
2010/8/12,3621.0701
2010/8/13,3610.9099
2010/8/16,3597.6001
2010/8/17,3663.1299
2010/8/18,3647.9299
2010/8/19,3572.3999
2010/8/20,3526.1201
2010/8/23,3553.23
2010/8/24,3491.1101
2010/8/25,3450.1899
2010/8/26,3475.03
2010/8/27,3507.4399
2010/8/30,3487.01
2010/8/31,3490.79
2010/9/1,3623.8401
2010/9/2,3631.4299
2010/9/3,3672.2
2010/9/6,3684.73
2010/9/7,3643.8101
2010/9/8,3677.21
2010/9/9,3722.1499
2010/9/10,3725.8201
2010/9/13,3767.1499
2010/9/14,3774.3999
2010/9/15,3755.6399
2010/9/16,3736.3
2010/9/17,3722.02
2010/9/20,3788.01
2010/9/21,3784.3999
2010/9/22,3735.05
2010/9/23,3710.6101
2010/9/24,3782.48
2010/9/27,3766.1599
2010/9/28,3762.3501
2010/9/29,3737.1201
2010/9/30,3715.1799
2010/10/1,3692.0901
2010/10/4,3649.8101
2010/10/5,3731.9299
2010/10/6,3764.9099
2010/10/7,3770.47
2010/10/8,3763.1799
2010/10/11,3768.49
2010/10/12,3748.8601
2010/10/13,3828.3401
2010/10/14,3819.1699
2010/10/15,3827.3701
2010/10/18,3834.5
2010/10/19,3807.1699
2010/10/20,3828.1499
2010/10/21,3878.27
2010/10/22,3868.54
2010/10/25,3870
2010/10/26,3852.6599
2010/10/27,3815.77
2010/10/28,3834.8401
2010/10/29,3833.5
2010/11/1,3841.1101
2010/11/2,3865.72
2010/11/3,3842.9399
2010/11/4,3916.78
2010/11/5,3916.73
2010/11/8,3913.7
2010/11/9,3945.71
2010/11/10,3888.45
2010/11/11,3867.3501
2010/11/12,3831.1201
2010/11/15,3864.24
2010/11/16,3762.47
2010/11/17,3792.3501
2010/11/18,3867.97
2010/11/19,3860.1599
2010/11/22,3818.8899
2010/11/23,3724.4199
2010/11/24,3747.6101
2010/11/25,3760.4199
2010/11/26,3728.6499
2010/11/29,3636.96
2010/11/30,3610.4399
2010/12/1,3669.29
2010/12/2,3747.04
2010/12/3,3750.55
2010/12/6,3749.23
2010/12/7,3810.5
2010/12/8,3831.98
2010/12/9,3858.05
2010/12/10,3857.3501
2010/12/13,3892.4399
2010/12/14,3902.8701
2010/12/15,3880.1899
2010/12/16,3888.3601
2010/12/17,3867.3501
2010/12/20,3885.0801
2010/12/21,3927.49
2010/12/22,3919.71
2010/12/23,3911.3201
2010/12/24,3900.3899
2010/12/27,3862.1899
2010/12/28,3858.72
2010/12/29,3890.6499
2010/12/30,3850.76
2010/12/31,3804.78
2011/1/3,3900.8601
2011/1/4,3916.03
2011/1/5,3904.6101
2011/1/6,3904.4199
2011/1/7,3865.5801
2011/1/10,3802.03
2011/1/11,3861.9199
2011/1/12,3945.0701
2011/1/13,3974.8301
2011/1/14,3983.28
2011/1/17,3975.4099
2011/1/18,4012.6799
2011/1/19,3976.71
2011/1/20,3964.8401
2011/1/21,4017.45
2011/1/24,4033.21
2011/1/25,4019.6201
2011/1/26,4049.0701
2011/1/27,4059.5701
2011/1/28,4002.3201
2011/1/31,4005.5
2011/2/1,4072.6201
2011/2/2,4066.53
2011/2/3,4036.5901
2011/2/4,4047.21
2011/2/7,4090.8
2011/2/8,4108.27
2011/2/9,4090.74
2011/2/10,4095.1399
2011/2/11,4101.3101
2011/2/14,4096.6201
2011/2/15,4110.3398
2011/2/16,4151.2598
2011/2/17,4152.3101
2011/2/18,4157.1401
2011/2/21,4097.4102
2011/2/22,4050.27
2011/2/23,4013.1201
2011/2/24,4009.6399
2011/2/25,4070.3799
2011/2/28,4110.3501
2011/3/1,4067.1499
