date, value
2011/6/10,22420.3691
2011/6/13,22508.0801
2011/6/14,22496
2011/6/15,22343.7695
2011/6/16,21953.1094
2011/6/17,21695.2598
2011/6/20,21599.5098
2011/6/21,21850.5898
2011/6/22,21859.9707
2011/6/23,21759.1406
2011/6/24,22171.9492
2011/6/27,22041.7695
2011/6/28,22061.7793
2011/6/29,22061.1797
2011/6/30,22398.0996
2011/7/4,22770.4707
2011/7/5,22747.9492
2011/7/6,22517.5508
2011/7/7,22530.1797
2011/7/8,22726.4297
2011/7/11,22347.2305
2011/7/12,21663.1602
2011/7/13,21926.8809
2011/7/14,21940.1992
2011/7/15,21875.3809
2011/7/18,21804.75
2011/7/19,21902.4004
2011/7/20,22003.6895
2011/7/21,21987.2891
2011/7/22,22444.8008
2011/7/25,22293.2891
2011/7/26,22572.0801
2011/7/27,22541.6895
2011/7/28,22570.7402
2011/7/29,22440.25
2011/8/1,22663.3691
2011/8/2,22421.4609
2011/8/3,21992.7207
2011/8/4,21884.7402
2011/8/5,20946.1406
2011/8/8,20490.5703
2011/8/9,19330.6992
2011/8/10,19783.6699
2011/8/11,19595.1406
2011/8/12,19620.0098
2011/8/15,20260.0996
2011/8/16,20212.0801
2011/8/17,20289.0293
2011/8/18,20016.2695
2011/8/19,19399.9199
2011/8/22,19486.8691
2011/8/23,19875.5293
2011/8/24,19466.7891
2011/8/25,19752.4805
2011/8/26,19582.8809
2011/8/29,19865.1094
2011/8/30,20204.1699
2011/8/31,20534.8496
2011/9/1,20585.3301
2011/9/2,20212.9102
2011/9/5,19616.4004
2011/9/6,19710.5
2011/9/7,20048
2011/9/8,19912.8203
2011/9/9,19866.6309
2011/9/12,19030.5391
2011/9/14,19045.4395
2011/9/15,19181.5
2011/9/16,19455.3106
2011/9/19,18917.9492
2011/9/20,19014.8008
2011/9/21,18824.1699
2011/9/22,17911.9492
2011/9/23,17668.8301
2011/9/26,17407.8008
2011/9/27,18130.5508
2011/9/28,18011.0606
2011/9/29,18011.0606
2011/9/30,17592.4102
2011/10/3,16822.1504
2011/10/4,16250.2695
2011/10/6,17172.2793
2011/10/7,17707.0098
2011/10/10,17711.0606
2011/10/11,18141.5898
2011/10/12,18329.4609
2011/10/13,18757.8106
2011/10/14,18501.7891
2011/10/17,18873.9902
2011/10/18,18076.4609
2011/10/19,18309.2207
2011/10/20,17983.0996
2011/10/21,18025.7207
2011/10/24,18771.8203
2011/10/25,18968.1992
2011/10/26,19066.5391
2011/10/27,19688.6992
2011/10/28,20019.2402
2011/10/31,19864.8691
2011/11/1,19369.9609
2011/11/2,19733.7109
2011/11/3,19242.5
2011/11/4,19842.7891
2011/11/7,19677.8906
2011/11/8,19678.4707
2011/11/9,20014.4297
2011/11/10,18963.8906
2011/11/11,19137.1699
2011/11/14,19508.1797
2011/11/15,19348.4395
2011/11/16,18960.9004
2011/11/17,18817.4707
2011/11/18,18491.2305
2011/11/21,18225.8496
2011/11/22,18251.5898
2011/11/23,17864.4297
2011/11/24,17935.0996
2011/11/25,17689.4805
2011/11/28,18037.8106
2011/11/29,18256.1992
2011/11/30,17989.3496
2011/12/1,19002.2598
2011/12/2,19040.3906
2011/12/5,19179.6895
2011/12/6,18942.2305
2011/12/7,19240.5801
2011/12/8,19107.8106
2011/12/9,18586.2305
2011/12/12,18575.6602
2011/12/13,18447.1699
2011/12/14,18354.4297
2011/12/15,18026.8398
2011/12/16,18285.3906
2011/12/19,18070.2109
2011/12/20,18080.1992
2011/12/21,18416.4492
2011/12/22,18378.2305
2011/12/23,18629.1699
2011/12/27,18629.1699
2011/12/28,18518.6699
2011/12/29,18397.9199
2011/12/30,18434.3906
2012/1/3,18877.4102
2012/1/4,18727.3106
2012/1/5,18813.4102
2012/1/6,18593.0606
2012/1/9,18865.7207
2012/1/10,19004.2793
2012/1/11,19151.9395
2012/1/12,19095.3809
2012/1/13,19204.4199
2012/1/16,19012.1992
2012/1/17,19627.75
2012/1/18,19686.9199
2012/1/19,19942.9492
2012/1/20,20110.3691
2012/1/23,20110.3691
2012/1/26,20439.1406
2012/1/27,20501.6699
2012/1/30,20160.4102
2012/1/31,20390.4902
2012/2/1,20333.3691
2012/2/2,20739.4492
2012/2/3,20756.9805
2012/2/6,20709.9395
2012/2/7,20699.1895
2012/2/8,21018.4609
2012/2/9,21010.0098
2012/2/10,20783.8594
2012/2/13,20887.4004
2012/2/14,20917.8301
2012/2/15,21365.2305
2012/2/16,21277.2793
2012/2/17,21491.6191
2012/2/20,21424.7891
2012/2/21,21478.7207
2012/2/22,21549.2793
2012/2/23,21380.9902
2012/2/24,21406.8594
2012/2/27,21217.8594
2012/2/28,21568.7305
2012/2/29,21680.0801
2012/3/1,21387.9609
2012/3/2,21562.2598
2012/3/5,21265.3106
2012/3/6,20806.25
2012/3/7,20627.7793
2012/3/8,20900.7305
2012/3/9,21086
2012/3/12,21134.1797
2012/3/13,21339.6992
2012/3/14,21307.8906
2012/3/15,21353.5293
2012/3/16,21317.8496
2012/3/19,21115.2891
2012/3/20,20888.2402
2012/3/21,20856.6309
2012/3/22,20901.5606
2012/3/23,20668.8008
2012/3/26,20668.8594
2012/3/27,21046.9102
2012/3/28,20885.4199
2012/3/29,20609.3906
2012/3/30,20555.5801
2012/4/2,20522.2598
2012/4/3,20790.9805
2012/4/5,20593
2012/4/10,20356.2402
2012/4/11,20140.6699
2012/4/12,20327.3203
2012/4/13,20701.0391
2012/4/16,20610.6406
2012/4/17,20562.3106
2012/4/18,20780.7305
2012/4/19,20995.0098
2012/4/20,21010.6406
2012/4/23,20624.3906
2012/4/24,20677.1602
2012/4/25,20646.2891
2012/4/26,20809.7109
2012/4/27,20741.4492
2012/4/30,21094.2109
2012/5/2,21309.0801
